current_tariff,arpu_segment,target_tariff,history_n,lift_median,lift_mean_clipped,lift_std,audience_n,audience_arpu_sum,history_share,lift_se,reliable
tariff_10,HIGH,tariff_4,77,-0.296435,-0.345204,0.407861,2950,24190636.440913,0.113905,0.04648,True
tariff_10,HIGH,tariff_8,324,-0.127027,-0.133652,0.381183,2950,24190636.440913,0.47929,0.021177,True
tariff_10,LOW,tariff_1,1,-0.863538,-0.863538,,370,972233.568226,0.016667,,False
tariff_10,LOW,tariff_11,11,-0.943437,-0.012058,1.566413,370,972233.568226,0.183333,0.472291,False
tariff_10,LOW,tariff_12,4,-1.0,-0.606794,0.786411,370,972233.568226,0.066667,0.393206,False
tariff_10,LOW,tariff_13,2,2.237415,1.990447,1.427723,370,972233.568226,0.033333,1.009553,False
tariff_10,LOW,tariff_21,2,3.589919,1.0,2.828427,370,972233.568226,0.033333,2.0,False
tariff_10,LOW,tariff_4,13,0.281776,0.424466,1.389395,370,972233.568226,0.216667,0.385349,False
tariff_10,LOW,tariff_8,19,-0.982122,0.179083,1.718194,370,972233.568226,0.316667,0.394181,False
tariff_10,LOW,tariff_9,8,4.24895,1.940562,1.747027,370,972233.568226,0.133333,0.617667,False
tariff_10,MID,tariff_1,12,-0.821059,-0.741663,0.264141,645,3003700.147275,0.033241,0.076251,False
tariff_10,MID,tariff_11,86,0.453931,0.414156,0.982347,645,3003700.147275,0.238227,0.105929,True
tariff_10,MID,tariff_12,30,0.311226,0.301911,0.892886,645,3003700.147275,0.083102,0.163018,True
tariff_10,MID,tariff_13,31,-0.297413,-0.177911,0.700981,645,3003700.147275,0.085873,0.1259,True
tariff_10,MID,tariff_21,1,-0.217676,-0.217676,,645,3003700.147275,0.00277,,False
tariff_10,MID,tariff_4,60,0.031226,0.006431,0.841447,645,3003700.147275,0.166205,0.10863,True
tariff_10,MID,tariff_8,138,0.219975,0.218115,0.77451,645,3003700.147275,0.382271,0.065931,True
tariff_10,MID,tariff_9,3,0.167388,0.225638,0.807177,645,3003700.147275,0.00831,0.466024,False
tariff_11,HIGH,tariff_1,5,-0.379693,-0.302338,0.301109,1633,14175708.00287,0.01006,0.13466,False
tariff_11,HIGH,tariff_10,110,-0.086455,-0.050689,0.425855,1633,14175708.00287,0.221328,0.040604,True
tariff_11,HIGH,tariff_12,107,0.120556,0.077464,0.527195,1633,14175708.00287,0.215292,0.050966,True
tariff_11,HIGH,tariff_13,20,-0.533766,-0.49789,0.324995,1633,14175708.00287,0.040241,0.072671,False
tariff_11,HIGH,tariff_4,42,-0.37917,-0.280485,0.589062,1633,14175708.00287,0.084507,0.090894,True
tariff_11,HIGH,tariff_8,213,-0.141352,-0.160912,0.423217,1633,14175708.00287,0.428571,0.028998,True
tariff_11,LOW,tariff_10,14,-0.999948,-0.50834,1.076074,387,1067637.796154,0.202899,0.287593,False
tariff_11,LOW,tariff_12,20,-0.750232,0.12989,1.500084,387,1067637.796154,0.289855,0.335429,False
tariff_11,LOW,tariff_13,4,-0.774406,0.112797,1.929328,387,1067637.796154,0.057971,0.964664,False
tariff_11,LOW,tariff_21,1,9.458063,3.0,,387,1067637.796154,0.014493,,False
tariff_11,LOW,tariff_4,10,-0.939648,0.077651,1.706902,387,1067637.796154,0.144928,0.53977,False
tariff_11,LOW,tariff_8,16,1.919359,1.221661,1.807311,387,1067637.796154,0.231884,0.451828,False
tariff_11,LOW,tariff_9,4,4.356025,2.089576,1.820849,387,1067637.796154,0.057971,0.910424,False
tariff_11,MID,tariff_1,6,-0.415273,-0.257374,0.570243,464,2059004.340584,0.02381,0.232801,False
tariff_11,MID,tariff_10,29,0.196161,0.246028,1.069823,464,2059004.340584,0.115079,0.198661,False
tariff_11,MID,tariff_12,62,0.157548,0.104561,0.988713,464,2059004.340584,0.246032,0.125567,True
tariff_11,MID,tariff_13,7,-0.135639,-0.169746,0.459912,464,2059004.340584,0.027778,0.17383,False
tariff_11,MID,tariff_4,42,-7.8e-05,0.216339,1.006346,464,2059004.340584,0.166667,0.155283,True
tariff_11,MID,tariff_8,103,0.223882,0.234617,0.826261,464,2059004.340584,0.40873,0.081414,True
tariff_11,MID,tariff_9,3,0.244667,0.707855,0.994923,464,2059004.340584,0.011905,0.574419,False
tariff_12,HIGH,tariff_1,5,-0.787816,-0.688009,0.377246,567,5244797.051879,0.013699,0.168709,False
tariff_12,HIGH,tariff_10,85,0.042002,-0.008897,0.468768,567,5244797.051879,0.232877,0.050845,True
tariff_12,HIGH,tariff_11,82,0.024923,0.051374,0.528596,567,5244797.051879,0.224658,0.058374,True
tariff_12,HIGH,tariff_13,9,-0.529626,-0.362542,0.390678,567,5244797.051879,0.024658,0.130226,False
tariff_12,HIGH,tariff_4,15,-0.201161,-0.262828,0.307921,567,5244797.051879,0.041096,0.079505,False
tariff_12,HIGH,tariff_8,168,-0.115568,-0.094798,0.403777,567,5244797.051879,0.460274,0.031152,True
tariff_12,HIGH,tariff_9,1,-0.179201,-0.179201,,567,5244797.051879,0.00274,,False
tariff_12,LOW,tariff_10,8,-1.0,-0.769122,0.653023,363,1017502.054351,0.235294,0.230878,False
tariff_12,LOW,tariff_11,6,1.72117,1.125763,2.07153,363,1017502.054351,0.176471,0.845699,False
tariff_12,LOW,tariff_13,3,-0.686271,0.43791,2.224373,363,1017502.054351,0.088235,1.284243,False
tariff_12,LOW,tariff_4,10,-1.0,-0.750386,0.681756,363,1017502.054351,0.294118,0.21559,False
tariff_12,LOW,tariff_8,6,2.751958,1.654906,1.895755,363,1017502.054351,0.176471,0.773939,False
tariff_12,LOW,tariff_9,1,-1.0,-1.0,,363,1017502.054351,0.029412,,False
tariff_12,MID,tariff_1,2,-0.607187,-0.607187,0.555521,342,1503059.906131,0.013889,0.392813,False
tariff_12,MID,tariff_10,22,0.244909,0.261797,0.988048,342,1503059.906131,0.152778,0.210653,False
tariff_12,MID,tariff_11,22,-0.516544,-0.24724,0.813885,342,1503059.906131,0.152778,0.173521,False
tariff_12,MID,tariff_13,9,-0.269496,-0.074711,0.612917,342,1503059.906131,0.0625,0.204306,False
tariff_12,MID,tariff_4,10,-0.312393,0.11444,1.084203,342,1503059.906131,0.069444,0.342855,False
tariff_12,MID,tariff_8,78,0.335334,0.512414,0.938532,342,1503059.906131,0.541667,0.106268,True
tariff_12,MID,tariff_9,1,1.362452,1.362452,,342,1503059.906131,0.006944,,False
tariff_13,HIGH,tariff_1,7,-0.252505,-0.278467,0.812607,516,3712751.173785,0.081395,0.307136,False
tariff_13,HIGH,tariff_10,9,-0.024251,0.093812,0.495504,516,3712751.173785,0.104651,0.165168,False
tariff_13,HIGH,tariff_11,6,-0.481647,-0.328548,0.67671,516,3712751.173785,0.069767,0.276266,False
tariff_13,HIGH,tariff_12,9,0.01476,-0.134355,0.444835,516,3712751.173785,0.104651,0.148278,False
tariff_13,HIGH,tariff_4,22,-0.207111,-0.130991,0.329738,516,3712751.173785,0.255814,0.0703,False
tariff_13,HIGH,tariff_8,33,-0.073309,0.063648,0.671323,516,3712751.173785,0.383721,0.116862,True
tariff_13,LOW,tariff_1,3,1.199345,1.108804,1.938054,251,756421.083396,0.069767,1.118936,False
tariff_13,LOW,tariff_10,2,17.235052,3.0,0.0,251,756421.083396,0.046512,0.0,False
tariff_13,LOW,tariff_11,1,1.500481,1.500481,,251,756421.083396,0.023256,,False
tariff_13,LOW,tariff_21,2,-0.489861,-0.489861,0.721445,251,756421.083396,0.046512,0.510139,False
tariff_13,LOW,tariff_4,7,-0.255781,0.051521,1.432645,251,756421.083396,0.162791,0.541489,False
tariff_13,LOW,tariff_8,20,1.180906,1.234115,1.611348,251,756421.083396,0.465116,0.360308,False
tariff_13,LOW,tariff_9,8,5.382136,1.536408,2.021948,251,756421.083396,0.186047,0.714867,False
tariff_13,MID,tariff_1,41,-0.821899,-0.502647,0.640073,1022,5000571.23814,0.097852,0.099963,True
tariff_13,MID,tariff_10,29,0.664553,0.615832,1.097819,1022,5000571.23814,0.069212,0.20386,False
tariff_13,MID,tariff_11,9,0.487645,0.331505,0.669186,1022,5000571.23814,0.02148,0.223062,False
tariff_13,MID,tariff_12,3,-0.863884,-0.476481,0.780178,1022,5000571.23814,0.00716,0.450436,False
tariff_13,MID,tariff_21,2,0.910997,0.910997,0.011766,1022,5000571.23814,0.004773,0.00832,False
tariff_13,MID,tariff_4,73,0.223215,0.2075,0.682467,1022,5000571.23814,0.174224,0.079877,True
tariff_13,MID,tariff_8,234,0.405473,0.459117,0.972268,1022,5000571.23814,0.558473,0.063559,True
tariff_13,MID,tariff_9,28,0.364228,0.425583,0.776327,1022,5000571.23814,0.066826,0.146712,False
tariff_14,HIGH,tariff_1,4,-0.621261,-0.589453,0.457714,963,7609558.492534,0.057971,0.228857,False
tariff_14,HIGH,tariff_10,11,-0.234254,-0.31564,0.553337,963,7609558.492534,0.15942,0.166837,False
tariff_14,HIGH,tariff_11,4,-0.231091,-0.116114,0.57613,963,7609558.492534,0.057971,0.288065,False
tariff_14,HIGH,tariff_12,2,-0.491185,-0.491185,0.719573,963,7609558.492534,0.028986,0.508815,False
tariff_14,HIGH,tariff_13,4,-0.419611,-0.521906,0.345024,963,7609558.492534,0.057971,0.172512,False
tariff_14,HIGH,tariff_4,9,-0.400573,-0.305364,0.321014,963,7609558.492534,0.130435,0.107005,False
tariff_14,HIGH,tariff_8,35,-0.101721,-0.07902,0.40657,963,7609558.492534,0.507246,0.068723,True
tariff_14,LOW,tariff_1,2,13.533745,3.0,0.0,231,721988.302461,0.037736,0.0,False
tariff_14,LOW,tariff_10,4,-0.860536,0.069732,1.957932,231,721988.302461,0.075472,0.978966,False
tariff_14,LOW,tariff_11,1,-1.0,-1.0,,231,721988.302461,0.018868,,False
tariff_14,LOW,tariff_12,4,-0.941701,0.02915,1.981329,231,721988.302461,0.075472,0.990665,False
tariff_14,LOW,tariff_13,3,0.414468,0.804823,2.028369,231,721988.302461,0.056604,1.17108,False
tariff_14,LOW,tariff_21,3,1.876796,1.143497,1.873986,231,721988.302461,0.056604,1.081946,False
tariff_14,LOW,tariff_4,6,1.821265,1.273755,1.895233,231,721988.302461,0.113208,0.773726,False
tariff_14,LOW,tariff_8,9,5.453912,1.675926,1.986257,231,721988.302461,0.169811,0.662086,False
tariff_14,LOW,tariff_9,21,1.585853,1.223754,1.639571,231,721988.302461,0.396226,0.357784,False
tariff_14,MID,tariff_1,8,-0.549825,-0.518909,0.472177,755,3686020.025356,0.067797,0.16694,False
tariff_14,MID,tariff_10,17,-0.224611,0.026073,1.113144,755,3686020.025356,0.144068,0.269977,False
tariff_14,MID,tariff_11,3,-1.0,-0.466576,0.923918,755,3686020.025356,0.025424,0.533424,False
tariff_14,MID,tariff_12,6,-1.0,-0.987677,0.019386,755,3686020.025356,0.050847,0.007914,False
tariff_14,MID,tariff_13,9,-0.353001,0.140856,1.193775,755,3686020.025356,0.076271,0.397925,False
tariff_14,MID,tariff_21,1,-1.0,-1.0,,755,3686020.025356,0.008475,,False
tariff_14,MID,tariff_4,25,-0.015776,-0.034089,0.631405,755,3686020.025356,0.211864,0.126281,False
tariff_14,MID,tariff_8,42,-0.169501,-0.085404,0.944268,755,3686020.025356,0.355932,0.145704,True
tariff_14,MID,tariff_9,7,0.728775,0.897457,1.267908,755,3686020.025356,0.059322,0.479224,False
tariff_15,HIGH,tariff_1,3,0.306328,0.037656,0.932805,14,96923.366621,0.038961,0.538555,False
tariff_15,HIGH,tariff_10,9,0.220403,0.151118,0.403554,14,96923.366621,0.116883,0.134518,False
tariff_15,HIGH,tariff_11,5,-0.045799,-0.091355,0.587622,14,96923.366621,0.064935,0.262793,False
tariff_15,HIGH,tariff_12,3,0.542629,0.532592,0.568193,14,96923.366621,0.038961,0.328046,False
tariff_15,HIGH,tariff_13,11,-0.25687,-0.2342,0.258283,14,96923.366621,0.142857,0.077875,False
tariff_15,HIGH,tariff_4,16,-0.112327,-0.074778,0.260678,14,96923.366621,0.207792,0.06517,False
tariff_15,HIGH,tariff_8,30,-0.059454,-0.094512,0.404219,14,96923.366621,0.38961,0.0738,True
tariff_15,LOW,tariff_1,4,0.133346,0.66138,1.615572,14,43367.060105,0.050633,0.807786,False
tariff_15,LOW,tariff_10,4,5.935411,2.012695,1.974609,14,43367.060105,0.050633,0.987305,False
tariff_15,LOW,tariff_11,1,-1.0,-1.0,,14,43367.060105,0.012658,,False
tariff_15,LOW,tariff_13,14,1.951764,1.567847,1.495464,14,43367.060105,0.177215,0.39968,False
tariff_15,LOW,tariff_21,8,0.912722,0.950567,1.753477,14,43367.060105,0.101266,0.619948,False
tariff_15,LOW,tariff_4,7,0.475074,0.962102,1.856746,14,43367.060105,0.088608,0.701784,False
tariff_15,LOW,tariff_8,21,2.354154,1.483749,1.709141,14,43367.060105,0.265823,0.372965,False
tariff_15,LOW,tariff_9,20,2.713341,1.558318,1.707619,14,43367.060105,0.253165,0.381835,False
tariff_15,MID,tariff_1,54,-0.565838,-0.434411,0.512149,80,402182.259632,0.041127,0.069695,True
tariff_15,MID,tariff_10,180,0.439581,0.488778,0.747825,80,402182.259632,0.137091,0.05574,True
tariff_15,MID,tariff_11,23,0.350543,0.482303,0.926039,80,402182.259632,0.017517,0.193092,False
tariff_15,MID,tariff_12,4,2.783046,2.35576,1.009248,80,402182.259632,0.003046,0.504624,False
tariff_15,MID,tariff_13,348,-0.074134,0.026209,0.518016,80,402182.259632,0.265042,0.027769,True
tariff_15,MID,tariff_21,8,0.299441,0.256218,0.839325,80,402182.259632,0.006093,0.296746,False
tariff_15,MID,tariff_4,133,0.376571,0.429065,0.785233,80,402182.259632,0.101295,0.068088,True
tariff_15,MID,tariff_8,430,0.461329,0.485759,0.758414,80,402182.259632,0.327494,0.036574,True
tariff_15,MID,tariff_9,133,0.292393,0.359131,0.592104,80,402182.259632,0.101295,0.051342,True
tariff_16,HIGH,tariff_1,1,-0.266015,-0.266015,,2,8012.469158,0.066667,,False
tariff_16,HIGH,tariff_11,3,-0.033079,0.02918,0.541946,2,8012.469158,0.2,0.312892,False
tariff_16,HIGH,tariff_13,4,-0.420576,-0.132412,0.860641,2,8012.469158,0.266667,0.430321,False
tariff_16,HIGH,tariff_4,3,-0.077759,0.074317,0.531912,2,8012.469158,0.2,0.3071,False
tariff_16,HIGH,tariff_8,4,0.066328,0.053974,0.197576,2,8012.469158,0.266667,0.098788,False
tariff_16,LOW,tariff_1,27,-0.201778,0.293174,1.217267,8,21006.127868,0.124424,0.234263,False
tariff_16,LOW,tariff_10,2,6.136785,1.0,2.828427,8,21006.127868,0.009217,2.0,False
tariff_16,LOW,tariff_11,4,10.693945,2.179605,1.64079,8,21006.127868,0.018433,0.820395,False
tariff_16,LOW,tariff_13,9,2.634195,2.337348,0.922768,8,21006.127868,0.041475,0.307589,False
tariff_16,LOW,tariff_21,29,0.849474,1.037371,1.647382,8,21006.127868,0.133641,0.305911,False
tariff_16,LOW,tariff_4,13,6.086853,1.745524,1.698534,8,21006.127868,0.059908,0.471088,False
tariff_16,LOW,tariff_8,25,2.985017,1.938623,1.430382,8,21006.127868,0.115207,0.286076,False
tariff_16,LOW,tariff_9,108,1.59292,1.244845,1.715554,8,21006.127868,0.497696,0.165079,True
tariff_16,MID,tariff_1,48,-0.509846,-0.383299,0.515658,10,47207.16015,0.247423,0.074429,True
tariff_16,MID,tariff_10,4,1.250754,1.402132,1.202626,10,47207.16015,0.020619,0.601313,False
tariff_16,MID,tariff_11,10,0.339821,0.767858,1.354034,10,47207.16015,0.051546,0.428183,False
tariff_16,MID,tariff_12,1,-0.50477,-0.50477,,10,47207.16015,0.005155,,False
tariff_16,MID,tariff_13,43,0.037633,0.203684,0.782332,10,47207.16015,0.221649,0.119305,True
tariff_16,MID,tariff_21,7,0.023565,0.764498,1.715422,10,47207.16015,0.036082,0.648369,False
tariff_16,MID,tariff_4,15,0.40894,0.518641,0.936142,10,47207.16015,0.07732,0.241711,False
tariff_16,MID,tariff_8,44,0.798035,0.785973,1.145887,10,47207.16015,0.226804,0.172749,True
tariff_16,MID,tariff_9,22,0.918285,0.808603,1.33628,10,47207.16015,0.113402,0.284896,False
tariff_17,HIGH,tariff_1,3,-0.945477,-0.666678,0.530813,27,233018.899047,0.015464,0.306465,False
tariff_17,HIGH,tariff_10,14,0.240657,0.194521,0.315649,27,233018.899047,0.072165,0.084361,False
tariff_17,HIGH,tariff_11,11,0.221814,0.261138,0.469786,27,233018.899047,0.056701,0.141646,False
tariff_17,HIGH,tariff_12,6,-0.1666,-0.068617,0.491493,27,233018.899047,0.030928,0.200651,False
tariff_17,HIGH,tariff_13,16,-0.330777,-0.307426,0.41276,27,233018.899047,0.082474,0.10319,False
tariff_17,HIGH,tariff_4,30,-0.164991,0.068202,0.679698,27,233018.899047,0.154639,0.124095,True
tariff_17,HIGH,tariff_8,114,-0.045991,-0.050733,0.323071,27,233018.899047,0.587629,0.030258,True
tariff_17,LOW,tariff_1,1,-0.274989,-0.274989,,8,23317.104493,0.035714,,False
tariff_17,LOW,tariff_12,1,6.453966,3.0,,8,23317.104493,0.035714,,False
tariff_17,LOW,tariff_13,3,-0.505847,0.498051,2.180793,8,23317.104493,0.107143,1.259081,False
tariff_17,LOW,tariff_4,4,0.237827,0.776578,1.57931,8,23317.104493,0.142857,0.789655,False
tariff_17,LOW,tariff_8,15,0.622776,1.012274,1.758231,8,23317.104493,0.535714,0.453973,False
tariff_17,LOW,tariff_9,4,9.618666,2.169095,1.661809,8,23317.104493,0.142857,0.830905,False
tariff_17,MID,tariff_1,23,-0.568732,-0.284025,0.914028,32,166536.649399,0.082734,0.190588,False
tariff_17,MID,tariff_10,16,0.520253,0.547807,0.845054,32,166536.649399,0.057554,0.211263,False
tariff_17,MID,tariff_11,23,0.160709,0.185577,0.77303,32,166536.649399,0.082734,0.161188,False
tariff_17,MID,tariff_12,4,0.4356,0.722032,0.76119,32,166536.649399,0.014388,0.380595,False
tariff_17,MID,tariff_13,35,-0.256687,-0.047666,0.656384,32,166536.649399,0.125899,0.110949,True
tariff_17,MID,tariff_4,45,0.167408,0.195,0.472836,32,166536.649399,0.161871,0.070486,True
tariff_17,MID,tariff_8,127,0.336412,0.496473,0.834003,32,166536.649399,0.456835,0.074006,True
tariff_17,MID,tariff_9,5,2.118719,1.425158,1.518554,32,166536.649399,0.017986,0.679118,False
tariff_18,HIGH,tariff_1,8,-0.807364,-0.641978,0.465492,35,286137.260823,0.024845,0.164576,False
tariff_18,HIGH,tariff_10,67,0.007363,0.001398,0.410107,35,286137.260823,0.208075,0.050103,True
tariff_18,HIGH,tariff_11,22,0.142911,0.230361,0.603832,35,286137.260823,0.068323,0.128737,False
tariff_18,HIGH,tariff_12,26,-0.026749,-0.035684,0.298306,35,286137.260823,0.080745,0.058503,False
tariff_18,HIGH,tariff_13,23,-0.438247,-0.373469,0.430504,35,286137.260823,0.071429,0.089766,False
tariff_18,HIGH,tariff_4,49,-0.198975,-0.155205,0.359924,35,286137.260823,0.152174,0.051418,True
tariff_18,HIGH,tariff_8,127,-0.048773,-0.087427,0.348845,35,286137.260823,0.39441,0.030955,True
tariff_18,LOW,tariff_1,4,-0.401348,-0.295716,0.441741,19,60062.980206,0.076923,0.22087,False
tariff_18,LOW,tariff_10,9,-1.0,0.612611,1.931239,19,60062.980206,0.173077,0.643746,False
tariff_18,LOW,tariff_11,2,14.610893,3.0,0.0,19,60062.980206,0.038462,0.0,False
tariff_18,LOW,tariff_12,1,20.115569,3.0,,19,60062.980206,0.019231,,False
tariff_18,LOW,tariff_13,6,3.940962,1.232282,1.946733,19,60062.980206,0.115385,0.79475,False
tariff_18,LOW,tariff_4,3,4.708719,1.863186,1.96902,19,60062.980206,0.057692,1.136814,False
tariff_18,LOW,tariff_8,14,4.101531,2.061605,1.66922,19,60062.980206,0.269231,0.446118,False
tariff_18,LOW,tariff_9,13,6.139771,1.720896,1.684692,19,60062.980206,0.25,0.467249,False
tariff_18,MID,tariff_1,5,-0.640843,-0.677814,0.111794,13,70016.131531,0.036765,0.049996,False
tariff_18,MID,tariff_10,27,0.496772,0.565152,1.128963,13,70016.131531,0.198529,0.217269,False
tariff_18,MID,tariff_11,5,0.519353,1.025821,1.225508,13,70016.131531,0.036765,0.548064,False
tariff_18,MID,tariff_12,6,0.560391,1.248917,1.376827,13,70016.131531,0.044118,0.562087,False
tariff_18,MID,tariff_13,25,0.043146,0.179456,0.799124,13,70016.131531,0.183824,0.159825,False
tariff_18,MID,tariff_4,15,0.349797,0.505039,1.302925,13,70016.131531,0.110294,0.336414,False
tariff_18,MID,tariff_8,50,0.305328,0.562716,0.92438,13,70016.131531,0.367647,0.130727,True
tariff_18,MID,tariff_9,3,0.90872,0.987981,1.973582,13,70016.131531,0.022059,1.139448,False
tariff_19,HIGH,tariff_1,3,-0.303898,-0.512523,0.423625,33,259350.813547,0.04918,0.24458,False
tariff_19,HIGH,tariff_10,2,-0.003357,-0.003357,0.131442,33,259350.813547,0.032787,0.092944,False
tariff_19,HIGH,tariff_11,5,0.175753,-0.010928,0.916653,33,259350.813547,0.081967,0.40994,False
tariff_19,HIGH,tariff_12,6,-0.274166,-0.227732,0.386856,33,259350.813547,0.098361,0.157933,False
tariff_19,HIGH,tariff_13,5,-0.45449,-0.499501,0.228323,33,259350.813547,0.081967,0.102109,False
tariff_19,HIGH,tariff_4,5,-0.220523,-0.275733,0.476602,33,259350.813547,0.081967,0.213143,False
tariff_19,HIGH,tariff_8,35,-0.25179,-0.298864,0.363084,33,259350.813547,0.57377,0.061372,True
tariff_19,LOW,tariff_1,8,-0.587566,-0.538855,0.449201,14,40738.450383,0.163265,0.158817,False
tariff_19,LOW,tariff_10,3,0.546511,0.848837,2.017065,14,40738.450383,0.061224,1.164553,False
tariff_19,LOW,tariff_11,3,-0.996721,-0.220275,1.347685,14,40738.450383,0.061224,0.778086,False
tariff_19,LOW,tariff_13,8,3.175636,1.781905,1.587598,14,40738.450383,0.163265,0.561301,False
tariff_19,LOW,tariff_21,1,5.247317,3.0,,14,40738.450383,0.020408,,False
tariff_19,LOW,tariff_4,3,3.65622,1.745288,2.173224,14,40738.450383,0.061224,1.254712,False
tariff_19,LOW,tariff_8,11,-0.418728,0.3361,1.73633,14,40738.450383,0.22449,0.523523,False
tariff_19,LOW,tariff_9,12,1.390158,1.103179,1.985503,14,40738.450383,0.244898,0.573165,False
tariff_19,MID,tariff_1,3,-0.880679,-0.460135,0.758966,26,119249.023999,0.039474,0.438189,False
tariff_19,MID,tariff_10,13,0.117287,0.255256,0.908502,26,119249.023999,0.171053,0.251973,False
tariff_19,MID,tariff_11,4,-0.364355,0.317823,1.845985,26,119249.023999,0.052632,0.922993,False
tariff_19,MID,tariff_13,12,0.07397,0.177365,0.565634,26,119249.023999,0.157895,0.163284,False
tariff_19,MID,tariff_4,16,-0.091084,0.20352,1.14444,26,119249.023999,0.210526,0.28611,False
tariff_19,MID,tariff_8,21,0.688854,0.768894,1.114961,26,119249.023999,0.276316,0.243305,False
tariff_19,MID,tariff_9,7,0.590764,0.393353,1.078641,26,119249.023999,0.092105,0.407688,False
tariff_2,HIGH,tariff_1,1,-0.696895,-0.696895,,7,36800.230724,0.035714,,False
tariff_2,HIGH,tariff_10,2,0.048785,0.048785,0.365778,7,36800.230724,0.071429,0.258644,False
tariff_2,HIGH,tariff_11,1,-0.213826,-0.213826,,7,36800.230724,0.035714,,False
tariff_2,HIGH,tariff_13,3,-0.234441,-0.077871,0.489666,7,36800.230724,0.107143,0.282709,False
tariff_2,HIGH,tariff_4,5,0.130209,0.013996,0.389032,7,36800.230724,0.178571,0.173981,False
tariff_2,HIGH,tariff_8,16,-0.050915,0.017075,0.451365,7,36800.230724,0.571429,0.112841,False
tariff_2,LOW,tariff_1,12,-0.220755,0.225502,1.43023,9,23951.38716,0.148148,0.412872,False
tariff_2,LOW,tariff_10,6,8.402946,1.668504,2.062747,9,23951.38716,0.074074,0.842113,False
tariff_2,LOW,tariff_13,15,4.684936,2.203949,1.373089,9,23951.38716,0.185185,0.35453,False
tariff_2,LOW,tariff_21,13,0.495942,1.023781,1.835964,9,23951.38716,0.160494,0.509205,False
tariff_2,LOW,tariff_4,4,0.602698,0.806776,1.685741,9,23951.38716,0.049383,0.84287,False
tariff_2,LOW,tariff_8,17,0.501139,0.865148,1.437572,9,23951.38716,0.209877,0.348662,False
tariff_2,LOW,tariff_9,14,1.300572,1.106158,1.872049,9,23951.38716,0.17284,0.500326,False
tariff_2,MID,tariff_1,20,-0.623792,-0.516643,0.434262,20,92193.042153,0.06689,0.097104,False
tariff_2,MID,tariff_10,30,0.276872,0.297127,0.695802,20,92193.042153,0.100334,0.127036,True
tariff_2,MID,tariff_11,4,0.172928,0.386168,0.818136,20,92193.042153,0.013378,0.409068,False
tariff_2,MID,tariff_12,5,0.394579,0.62197,1.267686,20,92193.042153,0.016722,0.566927,False
tariff_2,MID,tariff_13,58,-0.024379,0.080179,0.647503,20,92193.042153,0.19398,0.085021,True
